topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4,generated_by,language
Art,Sinta oleh penghargaan amarga tari gambyong.,Sinta kesel lan ora latihan maneh.,Sinta sinau nari gambyong,Sinta nglumpukake kabeh piranti musik tradisional,Sinta nyiapake busana tari,Sinta latihan saben dina,gpt4o,su
Pregnancy and Kids,Bayi anyar iku diwenehi jeneng kanthi upacara sing khidmat.,Slametan selapanan dibatalake amarga cuaca ora apik.,"Sawise lair, bayi biasanya diwenehi jeneng sawisé slametan",Slametan iku diarani selapanan,Biasane diadani nalika bayi umur 35 dina,Keluargane Pak Budi lagi nyiapake slametan kanggo bayi anyar,gpt4o,su
Socio-religious aspect of life,Tradisi megengan iki nguatake tali silaturahmi antarane warga.,Tangga-teparo ora seneng karo kue apem lan jenang kasebut.,Siti lan keluargane ngleksanakake tradisi megengan sadurunge Ramadan,Mereka nyiapake kue apem lan jenang,Kue apem didum-dum marang tangga-teparo minangka lambang pangapura,Kabeh wong padha seneng lan guyub,gpt4o,su
Religious Holiday,"Sawise arak-arakan, kabeh padha mulih lan nyiapake diri kanggo Nyepi.","Sawise arak-arakan, kabeh langsung pesta nganti esuk.","Menjelang Hari Raya Nyepi, warga Bali padha nyiapake ogoh-ogoh",Bocah-bocah lan wong diwasa padha kerja sama nggawe ogoh-ogoh,"Ing malem hari, ogoh-ogoh diarak ing saubenge desa",Wong-wong padha ngiringi ogoh-ogoh nganggo iringan musik tradisional,gpt4o,su
Pregnancy and Kids,Anak-anak Pak Budi dadi pinter lan berbudi luhur.,Anak-anak ora seneng karo kegiatan wong tuwane.,"Setiap malam, Pak Budi lan Bu Sri mulang anak-anake maca lan nulis",Wong tuwa iki percaya yen pendidikan kuwi penting kanggo masa depan anak,"Saliyane iku, Pak Budi tansah nyritakake dongeng-dongeng tradisional kanggo ngajarake nilai-nilai moral",Anak-anak padha ngresapi lan seneng karo kegiatan iki,gpt4o,su
Death,Semua anggota keluarga kudu nganggo klambi ireng utawa putih sajrone upacara.,Kabeh wong ora nggatekake persiapan upacara.,"Waktu mbah Kakung seda, kabeh anggota keluarga padha kumpul",Wong-wong padha nangis lan ndedonga,Ana sing ngurus jenazah kanthi tradisi adat Jawa,Kain mori putih wis disiapake kanggo mbungkus jenazah,gpt4o,su
Family Relationships,Klompok tari Sri menang lomba tari tingkat kabupaten.,Klompok tari Sri ora bisa tampil amarga ora latihan.,Sri lan kanca-kancane nggawe klompok tari tradisional,Klompok tari iki asring diundang ing acara-acara desa,Kabeh anggota klompok padha semangat latihan,Sri dadi pemimpin klompok tari,gpt4o,su
Daily Activities,Dolanan tradisional iki tetep dilestarikan ing desa.,Desi lan Rina bosen dolanan lan milih nonton TV.,Desi lan Rina sering dolanan ing alun-alun desa,"Ing kono, ana akeh dolanan tradisional sing bisa dimainake",Desi lan Rina seneng dolanan gobak sodor lan engklek,Kabeh warga desa seneng ndelok bocah-bocah dolanan bebarengan,gpt4o,su
Pregnancy and Kids,Upacara sunatan lumaku kanthi lancar lan tenang.,Upacara sunatan ora dadi acara penting kanggo keluargane Wati.,"Keluarga Wati nglaksanakake upacara ""sunatan"" kanggo anak lanang sing umur 10 taun",Upacara iki minangka tanda kedewasaan lan tanggung jawab,Pesta diadani kanthi meriah ing omahe Wati,Kabeh tetangga lan sanak sedulur diundang,gpt4o,su
Socio-religious aspect of life,Mbok Darmi tetep dipercaya wong-wong amarga kebaikane.,Wong-wong desa ora percaya maneh marang Mbok Darmi.,Mbok Darmi kerep ngobati wong nganggo obat tradisional,Wong-wong desa percaya marang kemampuan Mbok Darmi,Mbok Darmi sering mbantu wong sing lara,"Suatu dina, obat Mbok Darmi ora manjur",gpt4o,su
Wedding,Pesta nikahan dadi ajang silaturahmi warga desa.,Wong-wong ora seneng karo suguhan panganane.,Keluarga Tono ngundang kabeh warga desa kanggo pesta nikahan anakane,Wong-wong padha teka nganggo busana tradisional,Suguhan panganan khas Jawa kaya gudeg lan sate klathak,Wong-wong seneng lan bangga bisa melu acara iki,gpt4o,su
Wedding,Penganten wanita nampa berkah saka kulawargane.,Penganten wanita lunga menyang pasar.,Upacara siraman kanggo penganten wanita wis diwiwiti,Keluargane penganten wanita padha nyawer banyu wangi,Penganten wanita nganggo kain batik,Wong-wong padha ndedonga supaya upacara lancar,gpt4o,su
Traditional Games,Ana sinau saka Siti lan bisa main egrang kanthi apik.,Ana mutung lan ora gelem main maneh.,Siti lan Ana dolanan egrang ing lapangan desa,Egrang kuwi dolanan sing nggunakake tongkat kayu,Siti luwih trampil main egrang tinimbang Ana,"Saben sore, bocah-bocah desa padha ngumpul kanggo dolanan bareng",gpt4o,su
Food,Dodol manggis buatan Pak Tejo dadi terkenal ing desane.,Pak Tejo mung nggawe dodol manggis kanggo keluargane dhewe.,Pak Tejo duwe kebon buah manggis sing subur,Manggis iku buah khas saka daerah Jawa sing akeh manfaat kanggo kesehatan,"Saben musim panen, Pak Tejo nggawe dodol manggis kanggo dijual",Masyarakat sekitar seneng banget karo dodol manggis buatan Pak Tejo,gpt4o,su
Socio-religious aspect of life,Sinta nampa berkah saka leluhur lan desa dadi tentrem.,Sinta lali nggawa sesajen lan upacara gagal.,Sinta melu upacara adat ing desane,Upacara iku kanggo nyuwun berkah lan keselamatan,Sinta nyiapake sesajen lan ngaturake marang leluhur,Sinta banjur nonton TV ing omahe,gpt4o,su
Wedding,Seserahan minangka simbol rasa syukur lan penghormatan marang tamu.,Seserahan mung kanggo tamu sing penting.,"Setelah upacara nikah, penganten lan kulawargane nyiapake seserahan kanggo tamu",Seserahan iki kalebu panganan lan barang-barang cilik kaya kembang lan dolanan tradisional,Seserahan diserahake marang tamu-tamu minangka wujud rasa syukur,Tamu-tamu uga menehi hadiah kanggo penganten,gpt4o,su
Death,Keluargane Siti nglumpuk kanggo nindakake nyekar sawise panguburan.,Keluargane Siti langsung bali menyang uripe saben dina tanpa nglumpuk maneh.,Siti kaget nalika krungu kabar yen ibune wis ora ana,Keluargane Siti nglumpuk ing omahe kanggo ngatur upacara panguburan,Wong-wong padha nganggo klambi putih lan ireng minangka tandha duka,"Sawise panguburan rampung, kulawarga nglumpuk kanggo nyekar",gpt4o,su
Death,Klambi ireng minangka simbol duka lan penghormatan kanggo almarhum.,Klambi putih dipilih amarga luwih gampang dicuci.,"Nalika kang Mas Harjo tilar donya, bojone kang Mbakyu Siti ora langsung ganti klambi ireng",Dheweke tetep nganggo klambi putih amarga arep ngadani upacara panjenengan,Klambi ireng mung dipakai sawisé upacara rampung,Kabeh warga desa ngurmati tradisi iki,gpt4o,su
Wedding,Upacara siraman rampung kanthi lancar lan hikmat.,Upacara siraman ditunda amarga banyune mati.,"Sebelum pernikahan, Ana kudu ngalami upacara siraman",Ana dianggo kemben khas Jawa,Wong tuwane Ana nindakake siraman kanggo nyuceni Ana,Ana ngrasa seger lan siap kanggo pernikahan,gpt4o,su
Pregnancy and Kids,Anake Dewi dadi anak sing sopan lan ngurmati wong tuwa.,Anake Dewi ora ngerti tata krama lan sopan santun.,Dewi nduweni anak loro sing isih cilik,"Miturut adat Jawa, anak-anak kudu diajari tata krama lan sopan santun wiwit cilik",Dewi ngajarake anak-anak kanggo ngurmati wong tuwa lan sesepuh,Dheweke nindakake kanthi sabar lan penuh kasih sayang,gpt4o,su
Agriculture,Tanaman padi Pak Joko tuwuh subur lan dipanen kanthi hasil sing akeh.,Pak Joko ora bisa nyebar benih padi amarga lali.,Keluarga Pak Joko duwe kebiasaan kenduri sadurunge musim tandur teka,Kenduri iki diadani kanggo nyuwun berkah lan keselamatan ing musim tandur,Kabeh warga desa diundang kanggo bebarengan ndedonga,"Sawise kenduri, Pak Joko siap-siap kanggo nyebar benih padi",gpt4o,su
Art,Pak Darmo saiki lagi ngajar carane nggawe gamelan.,Pak Darmo entuk penghargaan saka pemerintah desa amarga kesenengan kasebut.,Pak Darmo seneng main gamelan saben sore ing pendhapa desane,"Anak-anak muda padha melu, sinau lan nari ingiringi",Kesenian tradisional iki dadi cara kanggo njaga budaya,Gamelan Pak Darmo misuwur ing desa-desa sakupenge,gpt4o,su
Art,Wayang-wayang kasebut dijaga lan diwarisake generasi sabanjure.,Murid-murid ora seneng amarga nggawe wayang angel.,Pak Budi ahli nggawe wayang kulit,Wayang-wayang kasebut digunakake ing pagelaran wayang kulit saben sasi,Pak Budi ngajari murid-murid carane nggawe wayang kanthi teliti,Murid-murid padha semangat lan bangga bisa sinau,gpt4o,su
Agriculture,"Sawise upacara, para petani kerja bareng-bareng nandur padi ing sawah.","Sawise upacara, kabeh warga desa bali menyang omahe kanggo turu.","Ing desa sing cedhak karo Gunung Merapi, para petani ngadani upacara Ruwatan Bumi sadurunge musim tandur",Upacara iki diadani kanggo memohon keamanan lan kesuburan tanah,Kabeh warga desa melu bebarengan ing upacara iki,"Sawise upacara rampung, kabeh petani langsung miwiti tandur",gpt4o,su
Family Relationships,Anake Pak Budi dadi ngerti lan tresna karo budayane dhewe.,Anake Pak Budi malah ora perduli karo tradisi.,Pak Budi ngajari anake njaga tradisi,"Saben dina, dheweke ngajak anake kanggo nyekel budaya Jawa",Pak Budi percaya yen tradisi iku penting kanggo identitas,Anake Pak Budi uga semangat sinau bab iki,gpt4o,su
Socio-religious aspect of life,Ora ana maneh warga sing diganggu roh jahat sawise dibantu Mbok Siti.,Mbok Siti ora nate ngusir roh jahat maneh.,Mbok Siti nduweni keahlian kanggo ngusir roh jahat,"Saben ana wong sing krasa diganggu roh jahat, padha teka menyang omahe Mbok Siti","Kanthi mantra lan sesaji, Mbok Siti ngusir roh jahat iku",Warga desa ngormati lan percaya marang Mbok Siti,gpt4o,su
Death,Warisan dibagi adil lan dadi sumber rejeki kanggo kabeh keluarga.,Warisan dibagi adil nanging nggawe rebutan antarane keluarga.,Mas Bagus lan Mbak Sari lagi ngurus warisan saka almarhum bapakne,Ana sawah lan omah sing kudu dibagi,"Miturut adat, warisan kudu dibagi adil antarane anak-anak",Mas Bagus lan Mbak Sari setuju kanggo ngurus bareng-bareng,gpt4o,su
Daily Activities,Pak Wiryo sinau saka generasi sadurunge babagan tani.,Pak Wiryo ora ngerti carane ngurus kewan ternak.,Pak Wiryo pancen rajin menyang sawah saben esuk,Dheweke nyemproti tanduran lan mbersihake gulma,Pak Wiryo uga ngurus kewan ternak,Kulawargane gumantung marang pangasilane,gpt4o,su
Daily Activities,Setiyawan bangga amarga halaman omahe resik lan rapih.,Setiyawan males lan ninggalake pager sing rusak.,Setiyawan esuk-esuk nyapu halaman omahe,Omah Setiyawan pancen cedhak sawah,"Saben dina, dheweke ngresiki godhong lan reregetan liyane","Dina iki, Setiyawan uga ndandani pager sing rusak",gpt4o,su
Wedding,Adat Midodareni rampung kanthi lancar.,Rina lali nganggo kebaya.,"Sadurunge acara rabi, keluarga Ardi lan Rina ngadani adat Midodareni",Rina nganggo kebaya lan Ardi nganggo beskap,Wong tuwa loro pihak padha mimpin upacara,Para tamu ngicipi panganan tradisional kaya jenang lan serabi,gpt4o,su
Traditional Games,Lina sinau luwih apik supaya bisa nemokake Ana ing dolanan sabanjure.,Lina nesu lan ninggalake dolanan petak umpet.,Lina lan Ana dolanan petak umpet ing pekarangan omahe Ana,Petak umpet minangka dolanan sing mbutuhake katrampilan golek lan nyumet,Ana luwih trampil golek papan umpetan,Lina ora bisa nemokake Ana,gpt4o,su
Family Relationships,Keluargane Eyang Siti tetep njaga lan nresnani tradisi iki.,Bocah-bocah ora ngerti apa sing ditindakake Eyang Siti.,Eyang Siti nyiapake sesajen kanggo upacara adat ing omahe,Keluargane kabeh padha melu njaga tradisi iki,Bocah-bocah padha nonton lan nyinaoni cara nggawe sesajen,Upacara adat iki dadi penting kanggo kabeh anggota keluarga,gpt4o,su
Art,Pertunjukan angklung Dimas lan anak-anak desa sukses besar.,Anak-anak desa ora bisa main angklung amarga ora ana alat.,Dimas mulang anak-anak desa main angklung,Dimas seneng banget amarga anak-anak padha semangat sinau,Dimas ngajari lagu-lagu tradisional Jawa,Dimas uga nggawe pertunjukan kecil kanggo warga desa,gpt4o,su
Art,Upacara wiwit tanem dadi meriah lan sukses.,Para warga desa ora seneng karo acara kasebut.,Desa ngadakan upacara wiwit tanem,Ana panemune tari tradisional,Tari tradisional diiringi musik gamelan,Para warga desa nari bebarengan,gpt4o,su
Wedding,Tamu-tamu kagum karo tarian Rara lan Aris.,Rara lan Aris lali tariane nalika pesta.,"Kejaba busana penganten, Rara lan Aris uga nyiapake tarian tradisional",Tarian iki bakal dadi hiburan kanggo tamu,Wong loro iki latihan saben dina,Tarian iki minangka simbol kebersamaan,gpt4o,su
Fisheries and Trade,Warga desa tetep nyadran lan ngucap syukur apa anane.,Warga desa mutusake kanggo ora nyadran taun iki amarga iwake sithik.,Ana tradisi nang desa kanggo nyadran ing pantai saben taun,Wong-wong desa padha mbedol iwak lan panganan kanggo sedekah laut,Iki minangka wujud syukur marang Gusti Allah,"Nanging, taun iki, iwak sing didol ora akeh",gpt4o,su
Pregnancy and Kids,Upacara mitoni iki dilakoni kanggo ngormati leluhur.,Upacara mitoni iki mung kanggo hiburan.,"Ning tradisi mitoni, keluarga Javanese nindakake upacara kanggo bayi umur 7 wulan",Ana upacara ruwatan lan siraman,Keluarga lan tetangga padha teka kanggo ndedonga,Iki kanggo njaga bayi tetep sehat lan selamet,gpt4o,su
Death,"Tradisi mangan bebarengan iki diarani ""selamatan"".","Sawise mangan, wong-wong langsung bali menyang omah masing-masing.","Nalika mbah Kakung seda, kabeh kulawarga padha kumpul ing omah",Wong-wong padha nganggo busana ireng minangka tandha sedhih,"Sawise upacara panguburan, wong-wong padha mangan bebarengan",Iki minangka cara kanggo ngeling-eling arwah mbah Kakung,gpt4o,su
Fisheries and Trade,Desa dadi makmur lan ora kekurangan pangan.,Pak Joko banjur pindah profesi dadi petani.,"Nalika musim udan teka, para nelayan ing desane Pak Joko tetep melaut",Pak Joko tansah mimpin para nelayan kanthi semangat,Wong-wong desa percaya marang keahliane Pak Joko,Para nelayan tansah mbagekake hasil tangkapane marang warga desa,gpt4o,su
Religious Holiday,"Sawise sholat Idul Fitri, kabeh kulawarga kumpul kanggo mangan bareng lan silaturahmi.","Sawise sholat Idul Fitri, Sari lan kulawargane langsung turu amarga kesel.",Keluarga Sari lagi nyiapake sesaji kanggo nyambut Lebaran,Wong-wong padha nggawe ketupat lan opor ayam,Sari lan ibune ngatur meja kanggo nyuguhake panganan tradisional,Bapake Sari lagi ngatur masjid kanggo sholat Idul Fitri,gpt4o,su
Wedding,Penganten wadon tumata lan ayu sawise siraman.,Penganten wadon lali adus.,"Sadurunge rabi, penganten wadon ngadani acara siraman",Siraman iku simbolis kanggo ngresiki rohani lan jasmani,Ibu penganten wadon sing mimpin upacara iki,Siraman nganggo banyu kembang setaman,gpt4o,su
Fisheries and Trade,Pak Rono percaya yen iki bakal nggawe iwake luwih sehat.,Pak Rono ora percaya karo tradisi iki.,Pak Rono duwe kolam iwak lele,"Saben dina, dheweke ngurus iwak-iwak kanthi tlaten","Ing desa, ana tradisi menehi sesaji kanggo Dewi Laut supaya iwake subur",Pak Rono bakal nindakake tradisi iki saben taun,gpt4o,su
Pregnancy and Kids,Upacara mitoni berjalan lancar lan kabeh seneng.,Kancane Wulan ora teka ing upacara mitoni.,Wulan lagi ngandhut anak kapindho,Keluargane nyiapake upacara mitoni kanggo mulyakake jabang bayi,Mitoni diadani kanthi rame lan meriah,Kancane Wulan padha nyumbang panganan lan kado,gpt4o,su
Death,Jenazah dikubur kanthi upacara adat Javanese.,Wong-wong desa ora ngerti carane ngubur jenazah.,Mas Adi lan keluargane lagi siyap-siyap kanggo layat,Mas Adi nggawa jarik lan blangkon,"Ing desa, wong-wong padha nyiapake jenazah kanthi adus lan ngusapi minyak wangi",Jenazah bakal dikubur ing pemakaman umum desa,gpt4o,su
Religious Holiday,Warga desa Gunung Kidul ngrasa tentrem lan guyub rukun.,Warga desa Gunung Kidul malah padha ora akur lan rebutan panganan.,"Saben Nyadran, warga desa Gunung Kidul padha ngadani ziarah kubur",Wong-wong padha resik-resik kuburan lan ndedonga kanggo leluhur,Ana uga acara kenduren ing punden desa,Kabeh warga padha melu lan mangan bareng,gpt4o,su
Daily Activities,Sinta diajari nari tradisional dening seniman desa.,Sinta ora peduli karo festival lan pengin bali omah.,"Dina iki, ana festival budaya ing desa Sari",Warga padha nyiapake macem-macem panganan tradisional lan pertunjukan seni,Sinta lan keluargane lunga menyang festival,Sinta seneng banget nonton tari tradisional,gpt4o,su
Socio-religious aspect of life,Pageblug iku pungkasane ilang lan warga desa padha seneng.,Pageblug iku malah tambah parah lan warga desa padha bingung.,Warga desa ngadani slametan kanggo nangkal pageblug,Slametan iku dianakake ing punden desa,Warga padha nggawa sesajen lan maneka warna panganan,Slametan iku diwiwiti kanthi doa bebarengan,gpt4o,su
Socio-religious aspect of life,Masjid dadi luwih apik lan nyaman kanggo ibadah.,Kerja bakti iki ora dilakoni amarga ora ana dana.,Masjid ing desane Pak Wanto wis suwene ora direnovasi,Wong-wong desa sepakat kanggo nindakake kerja bakti,Pak Wanto dadi koordinator kegiatan iki,Kabeh warga melu bebarengan,gpt4o,su
Traditional Games,Dolanan iki nglatih keseimbangan lan ketangkasan bocah.,Bocah-bocah padha bosen lan pindhah dolanan layangan.,"Ana dolanan tradisional sing diarani ""engklek""",Biasane dolanan iki dilakoni ing lapangan utawa halaman omah,Bocah-bocah nggawe kotak-kotak ing lemah nganggo kapur,"Sabanjure, padha mlumpat-mlumpat ing kotak-kotak iku nganggo sikil siji",gpt4o,su
Agriculture,Mbah Marijan menang lomba lan dadi inspirasi warga.,Mbah Marijan ora melu lomba.,Mbah Marijan seneng banget karo tanduran palawija,Dheweke percaya yen tanduran palawija bisa nambah kesuburan lemah,"Saben taun, desa adakan lomba tandur palawija",Mbah Marijan mesthi melu lomba iki,gpt4o,su
Fisheries and Trade,Tradisi iki njaga kekompakan lan kerukunan warga desa.,Kolam iki ora tau dirawat lan dadi kotor.,Warga desa Mbak Rina duwe tradisi ngresiki kolam desa saben wulan,Kolam iki digunakake kanggo beternak iwak bareng-bareng,Saben wong duwe tugas dhewe-dhewe kanggo ngrawat kolam,Kolam iki dadi sumber panganan lan penghasilan kanggo desa,gpt4o,su
Death,"Dina minggu ngarep, keluargane Pak Harjo bakal ngadani selamatan maneh kanggo nyuwun berkah.",Keluargane Pak Harjo ora ngadani apa-apa maneh sakwise tahlilan.,"Sakwise jenazah Pak Harjo dikubur, keluargane ngundang warga desa kanggo tahlilan",Warga padha teka lan maca doa bebarengan,"Sawise tahlilan, padha mangan bebarengan",Keluargane Pak Harjo ngaturake terima kasih marang warga,gpt4o,su
Death,Anak lan putune ngerti pentingnya tradisi iki lan janji bakal nerusake.,Anak lan putune ora peduli lan ora pengin nerusake tradisi iki.,Mbah Karto nggawa anak lan putune menyang kuburan nenek,Mbah Karto ngajari cara ngrawat kuburan lan ndedonga,Kabeh padha nindakake bareng-bareng,Iki minangka cara Mbah Karto ngajari nilai tradisi marang generasi sabanjure,gpt4o,su
