topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4,generated_by,language
Death,Rama lan sedulur katon lega sawise njaluk pangapura marang arwah mbah.,Rama ora bisa njaluk pangapura marang arwah mbah.,"Sawise mbah seda, Rama kudu ngurus warisan",Rama kudu nganggo busana sirep kanggo ngurmati mbah,Rama lan sedulur njaluk pangapura marang arwah mbah,Rama kudu nglakoni upacara adat Jawa,llama,su
Traditional Games,Ayu ditunjuk dadi pemimpin tim.,Ayu kalah saka tim lawan.,"Sajak isih cilik, Ayu suka dolanan Benthik karo kanca-kanca ing rumah",Ayu dadi juara dolanan Benthik,Ayu suka dolanan Benthik karo kanca-kanca,Ayu pengin dadi juara,llama,su
Socio-religious aspect of life,Arya milih shalat karo bapakne.,Arya ora nderek acara agama maneh.,Arya kanggo kebiasan mulih menyang masjid kanggo shalat,Dheweke seneng karo acara agama,Arya ora jarang nderek acara karo bapakne,Arya dadi tuladha warga kanggo kasil acara agama,llama,su
Socio-religious aspect of life,Yoga ngerti babagan agama saka Kiai.,Yoga ora dadi ulama.,Yoga kepengin dadi ulama,Yoga pengin ngerti babagan agama,Yoga kepengin uripe migunani,Yoga seneng ngarti babagan agama,llama,su
Art,Rama tansah main musik tradisional.,Rama ora gelem njupuk pituduh saka gurune.,Rama tansah njupuk pituduh saka gurune,Dheweke tansah seneng karo musik tradisional,Rama tansah ngawiti gawe karya musik,Malah dheweke tansah njupuk pituduh saka gurune,llama,su
Food,Sinta menehi permen marang adhine.,Sinta matur nuwun adhine.,Sinta kudu bongkar panganan saka kothok,Sinta arep mangan permen,Sinta weruh kothok permene wis kothong,Sinta matur nuwun menehi permen marang adhine,llama,su
Art,Rara ngelakoni terapi supaya bisa nari Jaipong maneh.,Rara ora pernah nari Jaipong maneh.,Rara lagi lara amarga ora bisa nari Jaipong,Rara tansah ndedonga supaya bisa nari Jaipong maneh,Rara nindakake terapi kanggo ngobati cedera,Kondisi Rara tambah parah amarga nari Jaipong,llama,su
Traditional Games,Para wong cilik kudu saling guyub lan kerja sama kanggo menang.,Wong cilik sing kalah bakal ditinggalake para kanca-kancane.,"Nalika musim kemarau, wong cilik ing désa nyenengi main gaplek ing sawah",Gaplek yaiku permainan tradisional kang mbutuhake ketrampilan lan kelincahan,"Ing sawah, para wong cilik bakal tansah cekelan lan cengengesan","Dadi, para wong cilik dadi akeh kekarepangan nalika main gaplek",llama,su
Wedding,Penganten putri ngerayakake dina panganten karo siraman kang wis usai dibuat.,Penganten putri ora ngerayakake dina panganten amargi siraman ora usai dibuat.,Penganten putri kudu nggawe siraman kanggo ngerayakake dina panganten,Siraman iku adat Jawa kanggo ngerayakake dina panganten,Penganten putri tansah nggawe siraman karo wewangian,Penganten putri bakal nggawe siraman karo bunga-bunga,llama,su
Traditional Games,Andika ditunjuk dadi pemimpin tim.,Andika kalah saka tim lawan.,"Sajak cilik, Andika seneng dolanan Gobak Sodor karo kanca-kanca ing alun-alun",Andika dadi kapten tim lawan,Andika kudu ngarahake tim kanggo menang,Andika pengin dadi juara,llama,su
Art,Luwih becik ngombe kopi lan teh nalika nonton pagelaran.,Lintang dadi penggemar tari tradhisional.,Lintang ora seneng nonton pagelaran tari tradhisional,"Miturut dheweke, akeh pagelaran tari tradhisional sing klise banget",Alur critane uga alon banget,Nonton pagelaran tari tradhisional nggawe dheweke ngantuk,llama,su
Socio-religious aspect of life,Rani milih pasar tradisional karo bapakne.,Rani ora nderek pasar tradisional maneh.,Rani kanggo kebiasan ngunjungi pasar tradisional,Dheweke seneng karo macem-macem werna barang dagangan,Rani ora jarang nderek acara karo bapakne,Rani dadi tuladha warga kanggo kasil pasar tradisional,llama,su
Traditional Games,Lesti lan kanca-kancane milih main Benthik maneh dina esok.,Lesti lan kanca-kancane milih main Gobak Sodor.,Dina iki Lesti lan kanca-kancane adus marani Benthik ing sawah,Lesti seneng bangat main Benthik amarga bisa ngasah keterampilan,Lesti lan kanca-kancane milih posisi masing-masing,"Lesti bakal dadi ""pemain"" ing mainan iki",llama,su
Traditional Games,Dheweke mbangun lapangan cilukba kanggo awake dhewe.,"Mula, dheweke ora mandheg main cilukba.",Dita pancen senengane main dolanan cilukba,Dheweke entuk inspirasi saka macem-macem acara,"Ora jarang, dolanan cilukba kasebut inspirasi saka kedadeyan saben dina",Dheweke pancen pengin dadi ahli cilukba,llama,su
Pregnancy and Kids,Budi wis ngerti babagan ritual mitoni.,Budi ora kudu nggawe upacara mitoni.,Budi kudu nggawe upacara mitoni kanggo bayine,Budi ora ngerti babagan ritual mitoni,Budi tanya marang ibune babagan ritual mitoni,Budi kudu lumebu kelas parenting,llama,su
Death,Kulawarga Lestari kudu nglakokake upacara adat sesaji kanggo nyembah arwah Lestari telung dina sawise dikubur.,Kulawarga Lestari kudu njupuk warisan Lestari kabeh tanpa nindakake upacara adat.,"Lestari seda, kulawarga kudu nindakake adat istiadat Jawa",Kabeh anggota kulawarga nganggo busana putih utawa ireng kanggo nelasake rasa sedhih,Kulawarga Lestari nglakokake upacara adat ngubur mayit,Kulawarga Lestari kudu njaga makam Lestari kanggo telung dina,llama,su
Religious Holiday,Wisnu ngrayakake dina riyaya karo ati kang lega.,Wisnu duka ngrayakake dina riyaya.,"Pisanan ing dina riyaya Idul Fitri, Wisnu nggayuh wewangunan omah lan nglakoni maca takbir",Wisnu tansah ndedonga supaya bisa melengkapi ngrayakake dina riyaya karo keluarga,Wisnu uga nggayuh ngrayakake dina riyaya karo para sedulur,Wisnu ngrayakake dina riyaya karo ati kang lega,llama,su
Art,Yana ngalarap tarian jaipong di acara festival budaya,Yana ngahalangi kawan-kawanna ngahadiran acara festival,"Di kota, aya acara festival budaya Sunda",Aya loba jalma nu ngahadiran acara éta,Anjeunna nu ngora ngaranna Yana,Yana loba senang ngalarap tarian tradisional Sunda,llama,jv
Fisheries and Trade,Ibu éta jadi wani ngaleres di laut,Ibu éta teu tiasa ngaleres,"Di désa nelayan, aya ibu anu resep ngaleres",Ibu éta sok ngaleres di laut ti saprak isuk,Ibu éta meunang récéh ti bapana pikeun ngaleres,Ibu éta gumbira kacapéa meunang récéh,llama,jv
Food,Ayu teu boga duit,Diah teu boga kacang,Diah hayang mangan karedok,Diah hayang mangan karedok anu séjuk,Diah indit ka warung karedok,Diah rék meuli karedok anu maké kacang,llama,jv
Death,Kang Deden bisa ngurus warisan ti bapana kalayan adil,Kang Deden ngan ngurus warisan pikeun dirina,Kang Deden téh kudu ngurus warisan ti bapana,Kang Deden kudu ngajak kulawarga lian pikeun ngurus warisan,Kang Deden kudu ngurus sakabéh prosés pambagian warisan,Kang Deden kudu adil dina ngurus warisan ti bapana,llama,jv
Family Relationships,Batur-batur di désa miboga hubungan anu harmonis,Batur-batur di désa berselisih,Komunitas adat di désa Endang miboga sistim gotong royong anu kuat,Ibu Endang salawasna méré conto nu baik kana batur,Anjeunna salawasna siap pikeun mantuan,Anjeunna ogé ngajak batur-batur lian pikeun mantuan,llama,jv
Family Relationships,Lestari ngajak bapana ngahadiran upacara adat sacara maya,Lestari ngajak bapana ngahadiran upacara adat sacara langsung,Lestari sedih lantaran bapana teu bisa ngahadiran upacara adat,Bapana keur sakit,Lestari pengin bapana hadir,Lestari ngajak ibuna manggihan cara ngahadiran bapana,llama,jv
Agriculture,Paré nu dihasilkeun loba pisan,Lahan anyar téh ngarandapan kakekalan,"Di désa Sunda, para patani ngamimitian ngabuka lahan anyar pikeun ngatanam paré",Tradisi nu dipiboga désa ieu téh ngamimitian ngatanam paré ka luhur kaarah gunung Tangkuban Perahu,Ieu tradisi téh dipercaya pikeun ngahasilkeun paré anu loba,"Bareng-bareng, para patani ngalakonan ritual sesajén",llama,jv
Pregnancy and Kids,Asep ngaronjatkeun doa supados bayina salamet,Asep teu méré ngaran ka bayina,Asep kacida gumbira nalika ngaraharja yén manéhna jadi bapa,"Asep ngajalankeun tradisi ""munggah"" nalika bayina lahir",Asep kudu ngajaga bayina di imah,Bayina Asep kacida lucu nalika dibedong,llama,jv
Religious Holiday,Asep sareng kulawargana ngagantung kemeja rapih,Asep sareng kulawargana ngayonkeun baju olahraga,"Sateuah nyangcay puasa, Asep ngajak kulawarga ka mesjid",Asep jeung kulawargana ngagantung kemeja,Asep jeung kulawargana saré dina jam 9 malem,Asep jeung kulawargana siap-siap pikeun sholat tarawéh,llama,jv
Daily Activities,Aranjeunna hoyong potongan harga lampu hemat éléktrik,Langganan kalaparan geus lila teu maké éléktrik,Poe ieu pamakéan éléktrik nu boros pisan,Nu ngajual lampu hemat éléktrik,Anjeunna masihan potongan harga ka 10 langganan munggaran anu meuli lampu na,"Pas wayah isuk, langganan langsung lalumpatan ka pamakéan éléktrik",llama,jv
Death,Batur mayitna bakal jadi conto jalma anu luhur,Batur mayitna bakal tunduh ka batur,Batur mayitna nyarios ngaganggu,Lampahna kawas biasa wungkul,Batur mayitna resep pisan ngajaga warisan,Batur mayitna resep pisan ngajaga adab,llama,jv
Daily Activities,Fajar sareng adi ngorana tiasa nempo film,Fajar sareng adi ngorana tiasa nempo film dina wanci peuting,"Dina siang, Fajar ngajak adi ngorana nempo film",Fajar hayang nempo film sareng adi ngorana,Adi ngorana senang sareng Fajar nempo film,Fajar mamberi duit keur adi ngorana,llama,jv
Traditional Games,"Pikeun Vina, kasti téh minangka sarana hiburan peuting",Vina hayang pisan jadi salah saurang atlit kasti,Vina resep pisan maén kasti dina lapang balé kota,Unggal poé libur Vina sok maén kasti sareng kanca-kanca,Aya kalana Vina ngagerendeng lantaran keuheul ningali kanca-kanca anu teu bisa maén kasti alus,Teu jarang Vina dibaturan ku akina nalika maén kasti,llama,jv
Daily Activities,Enzo maluruh basa Sunda téa.,Enzo henteu maluruh basa Sunda.,"Di sore poé, Enzo rék ngalajari basa Sunda",Enzo rék ngalajari basa Sunda ti mimiti,Enzo rék ngalajari basa Sunda sacara rutin,Enzo rék ngalajari basa Sunda ti mimiti nepi ka béak,llama,jv
Socio-religious aspect of life,Upacara adat Tatang lumangsung pinunjul,Tatang teu ngalaksanakeun upacara ayeuna,"Dina poé-poé kameunangan, Tatang resep ngalaksanakeun upacara adat",Anjeunna ngawangun sesajén sareng ngabersihkeun imahna,Tatang ngundang ogé babaturan sareng kulawarga pikeun ngurus upacara,"Samentara éta, Tatang nyiapkeun ogé kadaharan sareng jajanan",llama,jv
Wedding,Calon pangantén lalaki jeung awéwé bakal nganggo baju seseungu jeung baju kebaya nu unik,Calon pangantén lalaki jeung awéwé bakal nganggo baju kulon nu modérn,Calon pangantén lalaki bakal nganggo baju seseungu,Calon pangantén awéwé bakal nganggo baju kebaya,Baju seseungu jeung baju kebaya téh baju adat tradisional Sunda,Baju seseungu jeung baju kebaya téh baju nu paling sesuai pikeun perkawinan adat Sunda,llama,jv
Wedding,Ayu ngajaga adat Sunda dina acara pernikahanna,Ayu teu resep ngajaga adat Sunda,Ayu resep ngajaga kabudayaan Sunda,Ayu ngarasa bangga jadi anak Sunda,Ayu hoyong ngajaga adat Sunda dina acara pernikahanna,Ayu ngajaga tradisi adat Sunda jaman baheula,llama,jv
Family Relationships,Wawan ngajajal kaulinan énggal Dina tanpa idin,Wawan ngajak Dina dahar cireng,"Mimitina, Wawan ngajak dulurna, Dina, ka taman",Dina nu boga kaulinan énggal nu teu hayang dibuka ku Wawan,Wawan boga rasa nanaon ngajajal kaulinan énggal Dina,Wawan teu weléh ngajajal kaulinan énggal Dina,llama,jv
Art,Dian diajar maén jaipongan ti guru anu terampil,Dian henteu hayang maén jaipongan,Dian hayang maén jaipongan,Dian hayang maén jaipongan anu éndah,Dian ogé hayang maén jaipongan anu saé,Dian nyari guru jaipongan,llama,jv
Family Relationships,Gugum mecakan dirina ngarasa lega nyanghareupan masalah,Gugum mecakan dirina ngarasa henteu lega nyanghareupan masalah.,Gugum ngarasa terus nyanghareupan masalah,Gugum ngobrol sareng bapana ngeunaan masalahna,Bapana ngabéjaan yén anjeunna rék ngawitan deui,Bapana Gugum ngajak Gugum ngobrol salami sabaraha jam,llama,jv
Food,Rima gumbira nginum aya anu seger,Rima teu nginum aya,"Di imah, Rima miboga kulkas nu euyeub ku lalab",Lalab anu aya di kulkas asalna ti taman Rima,Rima méré lalab ka babaturanana pikeun ngamumule aya,Rima mikaresep nginum aya ti taman anjeunna,llama,jv
Agriculture,Asep diajar ngajaga sawah ti kolotna,Asep nanceb nyorang sawah ti kolotna kusabab jalma nu teu boga tanggung jawab,Asep resep ngajaga sawah,Asep boga tanggung jawab ngajaga sawah ti kolotna,Asep teu resep ngajaga sawah sorangan,Asep ngajak babaturan nu resep ngajaga sawah,llama,jv
Death,Ayah ngayakeun upacara ngaben saluyu jeung adat urang Sunda,Ayah teu ngayakeun upacara ngaben,Ayah resep ngayakeun upacara ngaben,Upacara ngaben diperenahkeun di imah duka,Ayah kudu ngayakeun doa sangkan arwah bapa diterima di alam baqa,Ayah kudu ngayakeun selamatan sangkan arwah bapa henteu katenjona,llama,jv
Socio-religious aspect of life,Anjeunna langkung resep ngagunakeun parfum bunga,Nengsi leuwih resep nginum uyah kusabab bau dupa,Nengsi teu resep kana bau dupa,"Lamun ngambeu bau dupa, manéhna langsung ngarasa pusing",Sirahna ogé langsung seueul,"Ku alatan éta, Nengsi pernah tara ngaliwat ka tempat ibadah",llama,jv
Fisheries and Trade,Jalma éta janten tukang dagang anu tanggung jawab,Jalma éta gagal jadi tukang dagang nepi ka béak,"Di désa, aya hiji tukang dagang anu ngajual lauk séjéna",Tukang éta ngajual lauk ti cilik nepi ka gedé,"Aya hiji jalma anu resep ngajual lauk, tapi teu boga modal",Lajeng jalma éta ngajak tukang dagang éta jadi batur,llama,jv
Daily Activities,Ayu ngorana sareng suara nu béda,Ayu teu tiasa ngorana,Ayu hayang ngorana,Ayu ngagorowok ngorana sacara rutin,Ayu nyobaan ngorana sacara béda,Ayu hayang ngorana sareng jinis suara nu béda,llama,jv
Death,Asep terus ngarasa sedih kacida sedihna ti saprak bapana maot,Asep ngarasa bapana téh masih aya nulungan Asep,"Teu lila ti harita, bapana Asep maot",Asep nu ngarasa sedih pisan kacida sedihna,Asep ningali sareng batur sakabéhna nongton pamakaman bapana,Asep ngarasa bapana téh geus teu aya deui nulungan Asep,llama,jv
Wedding,Irfan ngajaga tradisi panganténan Sunda,Irfan teu ngajaga tradisi panganténan Sunda,"Di poé panganténan,  Irfan maké baju panganténan nu warna bodas",Irfan boga rambut nu panjang,Irfan maké kaén panganténan nu warna bodas,Irfan teu maké kaén panganténan nu warna beureum,llama,jv
Socio-religious aspect of life,Warga désa ngigelan krida budaya sacara bareng-bareng,Warga désa teu boga minat ngigelan krida budaya,"Di dinya, aya istilah ""Panggung Kesenian"" nu sacara berkala nggelar pagelaran seni",Panggung ieu ngajak warga désa ngigelan krida budaya,Pagelaran ieu ngiringan ku musik tradisional,Warga désa ngigelan tarian tradisional Bajidoran,llama,jv
Food,Ari mikaresep peuyeum sakitu lantaran kacida éndahna rasa peuyeum,Ari teu resep ngadahar peuyeum nu aya di Jakarta,"Ari ogé cicing di Désa Cipari, Subang","Ari resep ngadahar peuyeum, peuyeum téh buah nu asalna tina tangkal peuyeum",Ari mikaresep peuyeum siga peuyeum bandung,Ari ogé mikaresep peuyeum leutik nu asalna tina tangkal peuyeum bodas,llama,jv
Agriculture,Upacara adat ngucapkeun rasa syukur ka Gusti Nu Maha Kawasa rampung saatos tilu jam,Warga désa ngalanggar aturan pamaréntah ngeunaan upacara adat,"Di désa Sunda, aya upacara adat ngucapkeun rasa syukur ka Gusti Nu Maha Kawasa",Upacara ieu dilaksanakeun saacan panén raya,"Sajak subuh, warga désa anyar ngayakeun upacara adat di sawah",Upacara ieu diiringan ku gendang jeung suling,llama,jv
Family Relationships,Sinta ngerasa kacida hina,Sinta teu ngarasa weruh bapa sareng ibu,Sinta mah ngeunaan kecap bapa sareng ibuna,Anjeunna kawas ngalawan ibu sareng bapa anu parantos,Sinta keur ngarasa kacida heureuy sareng teu nyanggakeun bapa sareng ibuna,Anjeunna ngarasa kacida hina sareng teu weruh jalan,llama,jv
Food,Adi hoyong mangan surabi anu maké oncom,Ira teu boga gado-gado,Ira rék mangan gado-gado,Ira hayang mangan gado-gado anu maké kacang,Ira indit ka warung gado-gado,Ira rék meuli gado-gado anu séjuk,llama,jv
Socio-religious aspect of life,Asep junun ngalaksanakeun ritual sareng alus,Asep henteu ilubiung dina ritual ayeuna,"Ti leutik keneh, Asep resep milu kajadian ritual Sunda Wiwitan",Anjeunna nuju ka tempat ritual sareng ngendog sumping ka para sesepuh,Asep ngarasa teu boga kasempetan pikeun ngabakti ka leluhur,Asep ngan miharep yén leluhurna bakal ngilu ngiringan,llama,jv
Family Relationships,Wawan miboga hubungan anu baik sareng warga désa,Wawan teu pernah mantuan warga désa,Ayahna Wawan miboga peran penting di désa,Anjeunna miboga hubungan anu baik sareng warga désa,Anjeunna méré conto nu baik kana Wawan,Anjeunna ngajak Wawan pikeun mantuan warga désa,llama,jv
Traditional Games,Dilla hayang ngulik kaulinan tradisional Sunda anu geus pamungkas.,Dilla teu hayang ngulik kaulinan tradisional Sunda.,Dilla nu ngora kénéh loba maén kaulinan tradisional,Dilla mah loba maén dina lapang,Dilla paling resep kaulinan enggrang,Dilla ngora kénéh loba maén di buruan,llama,jv
Family Relationships,Adina Mita meunang ngajaga aya di luhureun panggung,Adina Mita ngan saukur bari ngajaga.,Mita ngarasa sedih alatan indungna aya di sakitar,Indungna Mita ngabéjaan yén anjeunna rék ngajaga,Mita ngajak adina nu kasep keur ngagula,Adina Mita ngabéjaan yén maranéhna rék ngajaga,llama,jv
Art,Fajar jadi juru ngiringan tari Jaipongan nu saé,Fajar henteu kudu diajar ngiringan tari Jaipongan,Fajar resep pisan ngiringan tari Jaipongan,Unggal poé Fajar hayang diajar ngiringan tari Jaipongan ti guru tari Jaipongan,Fajar hayang pisan jadi juru ngiringan tari Jaipongan nu saé,Fajar ngabakti ka seni tari Jaipongan,llama,jv
Wedding,Asep sareng Nia kudu méré siwur sareng sangu sangkan tamu-tamu nu aya kawinna boga keriangan.,Asep sareng Nia henteu perlu méré baju.,"Di kawinna Asep sareng Nia, kabéh tamu nu aya dipules urang",Asep sareng Nia méré baju keur kabéh tamu,Asep sareng Nia méré baju keur kabéh tamu nu aya kawinna,Baju mangrupa simbol nu penting di kawinna,llama,jv
Art,Iga ngajualan kasenian Rampak Gendang di acara pernikahan.,Iga teu ngajualan kasenian Rampak Gendang di acara pernikahan.,Iga nuju ngajualan kasenian Rampak Gendang,"Dina acara pernikahan, Iga hoyong ngajualan kasenian Rampak Gendang anu diajar ti guru Rampak Gendang",Iga diajar Rampak Gendang ti guru Rampak Gendang nu terkenal,Iga hayang kasenian Rampak Gendangna nuju kaweung pernikahan,llama,jv
