topic,correct_ending,incorrect_ending,sentence_1,sentence_2,sentence_3,sentence_4,generated_by,language
Agriculture,Pak Budi ngajak anak-anakno ngerjakan sedekah bumi.,Anak-anakno seneng nggarap bumi bareng Pak Budi.,Pak Budi ngendika yen tansah ngolah bumi iku ngawujudke dedikasi kanggo leluhur,Pak Budi tansah ngunjuk pitulungan tetangga nalika nggarap sawah,Pak Budi seneng ngajak anak-anakno ngerti cara nani padi,Pak Budi nyebut yen nggarap bumi iku tugas sing penting,gemma2,su
Daily Activities,Ibu Ratih lan Pak Bambang ngobrol sawise sarapan.,Pak Bambang ngerti Ibu Ratih lagi sibuk.,Ibu Ratih lagi masak ing dapur,Ibu Ratih masak nasi goreng kanggo sarapan,"Pak Bambang, suami Ibu Ratih, kepingin ngobrol karo Ibu Ratih",Ibu Ratih ora duwe wektu kanggo ngobrol,gemma2,su
Fisheries and Trade,Pak Karta ngerti pentingne nglestarike populasi ikan pari.,Pak Karta ngasilake sedaya ikan pari kanggo dijual.,Pak Karta duwe perahu layar kanggo nanging ikan,Pak Karta nerima pesanan kanggo nanging ikan pari,Pak Karta nanging ikan pari ing tengah laut kanthi jerih payah,Pak Karta ngemot ikan pari kanggo dibalakna,gemma2,su
Wedding,Dina ngadhol emas kanggo bayar utang pernikahan.,Dina bisa nggawe acara pernikahan sing mewah lan mamberkesan.,Dina wis tansah ngumpulake emas kanggo dienggo ing acara pernikahan,Dina kepingin ngadol emas iku kanggo beli hiasan omah anyar,Dina kepingin ngundang sedaya tetangga lan anggota kulawarga,Dina ngarep-arep acara pernikahan bisa dilakoni ing gedung mewah,gemma2,su
Socio-religious aspect of life,Dina lan sedulur-sedulure nonton wayang kulit ing pendopo.,Dina ngerti carane nggambar tokoh wayang.,Dina kepingin banget melu wayang kulit,Dina pengin ngerti carane tokoh-tokoh wayang ngelawan masalah,Dina percaya wayang kulit bisa ngasih pelajaran,Dina ngajak sedulur-sedulure kanggo nonton bareng,gemma2,su
Religious Holiday,Mbah Sri ngajak keponakan kanggo nggawé tumpeng bareng.,Mbah Sri nggolek resep tumpeng ing internet.,Mbah Sri bakal nggawa tumpeng ing acara selamatan,Mbah Sri kepingin nggawé tumpeng sing apik,Mbah Sri ngumpulake bahan-bahan kanggo nggawé tumpeng,Mbah Sri ngundang tetangga kanggo ngerayake selamatan bareng,gemma2,su
Traditional Games,Ratih ngerti Dina isin cangkir lan ngerti Dina lagi nggodha.,Dina bisa nembak congklak Ratih kanthi sukses.,Ratih lan Dina main congklak ing teras,Dina isin-isin cangkir kanggo nembak congklak Ratih,Ratih ora ngerti yen Dina lagi isin cangkir,Dina terus nyoba nembak congklak Ratih,gemma2,su
Food,Tempe kuwi ora enak amarga kurang bumbun.,Tempe kuwi enak lan sehat.,Ibu ngolah tempe sing dibeli ing pasar,Ibu masak tempe ora nggunakake bumbu sing akeh,Ibu ngandhak tempe nganggo daun pisang kanggo ngurangi minyak,Ibu percaya tempe sing dimasak kaya ngene luwih sehat,gemma2,su
Wedding,Nita seneng amarga bisa nganteni kakaknya.,Nita berharap bisa cepet ngunduh mantu.,Nita lagi nyiapake seserahan kanggo kakaknya sing arep ngunduh mantu,"Uyah, gula, lan beras diletakna ing gentong kecil sing dihias cantik",Nita ngundang para tetangga kanggo nganteni prosesi ngunduh mantu,"Pak budi, tetangga sebelah, ngirimi Nita jajanan pasar kanggo dibagikake",gemma2,su
Socio-religious aspect of life,Tuti ngerti carane nyikapi masalah liwat cerita wayang.,Tuti lan kakeke seneng nonton wayang kulit.,Tuti lagi kepingin nonton wayang kulit,Tuti ngajak kakeknya kanggo nonton bareng,Kakek Tuti ngomong yen wayang kulit ngajarkake tentang moralitas,Kakek Tuti ngajak Tuti nonton wayang kulit ing dalem pendopo,gemma2,su
Traditional Games,Rini nendang bola Adi.,Rini ngomong yen dia ora bisa main.,Adi lan Rini lagi main Engklek ing lapangan,Keduane ngrungokake kotak-kotak sing ana ing lapangan,Adi ngeluarake batu kanggo nendang bola,Rini isih kepedhet lan ora bisa ngendika,gemma2,su
Fisheries and Trade,Pak Joko ngajak anak-anaké ngolah ikan gabus kanggo dijajak ing pasar.,Pak Joko ngajak anak-anaké main ke pantai.,Pak Joko ngerti carane ngolah ikan gabus,Dhèwèke ngajari anak-anaké cara ngasap ikan kanggo diaduk,Pak Joko nyuwun supaya anak-anaké ngerti pentingé nglestariké alam,Pak Joko ngajak anak-anaké ngumpuli sampah plastik ing tepian kali,gemma2,su
Pregnancy and Kids,Ibu keponakan ngomong yen keponakanne kepingin nonton kartun.,Ibu keponakan ngomong yen keponakanne lagi lelah.,Adi lan Dinda lagi ngasuh keponakan,Keponakan Adi lan Dinda lagi nangis terus,Adi lan Dinda ora tau ngerti kenapa keponakanne nangis,Adi lan Dinda ngobrol karo ibuné keponakan,gemma2,su
Art,Wayan ora bisa nggawa gamelan amarga banjur dianggep olèh warga.,Pertunjukan wayang kulit sukses lan rame dienggo warga.,Wayan bakal nggawa gamelan kanggo pertunjukan wayang kulit,Gamelan kudu diwatesi nganti gedhong,Wayan ngajak sedaya warga ing desa kanggo ngangkat gamelan,Wayan seneng amarga sedaya warga tumindak gotong royong,gemma2,su
Pregnancy and Kids,Bu Sinta ngrasa pusing lan lemes amarga terus-terusan nyusui.,Bu Sinta seneng banget ngurus bayi.,Bu Sinta lagi nyusui bayine,Bu Sinta ngerti pentingne ASI kanggo kesehatan bayi,Bu Sinta nglakoni tradisi ngasoake bayi ing ayunan,Bu Sinta seneng ngelihat bayi nembok,gemma2,su
Daily Activities,Dina ngomong yèn tempe bakal rampung sedhela.,Dina ngajari anak-anak cara nggawe tempe sing cepet masak.,Dina meneng lali nggawe tempe,Dina ngerti yèn dolanan anak-anak kudune nunggu tempe,Dina kepikiran kanggo nggawe tempe sing cepet masak,Dina ngomong marang anak-anak yèn tempe bakal rampung sedhela,gemma2,su
Art,Raka ora duwe bakat kanggo main gamelan.,Raka bisa ngomong karo gamelan.,Raka lagi ngobrol karo kakeke,Kakeke lagi ngenani carane nggawa gamelan,Raka seneng banget denger carane nggarap gamelan,Raka kepingin bisa main gamelan kaya kakeke,gemma2,su
Pregnancy and Kids,"Tuti seneng banget dititip jajanan, tapi malah mual pas dimakan.",Tuti seneng banget dititip jajanan lan langsung ngeatenake.,Tuti lagi hamil anak pertama,Ibunya menyuruh Tuti nglakoni tradisi slametan pangandungan supaya lancar ngelahirin,Tuti semangat ngikut tradisi lan berharap anake sehat,Tetanggana ngirimi Tuti jajanan khas Jawa kanggo bumil,gemma2,su
Art,Yani bisa ngomong basa Jawa karo kakeke.,Yani nggabung ing klub basa Jawa ing sekolah.,Yani kepingin ngerti carané ngomong basa Jawa sing bener,Yani seneng banget karo budaya Jawa,Yani pengin bisa ngomong basa Jawa kaya wong Jawa asli,Yani seneng ngerti basa Jawa lan budaya Jawa,gemma2,su
Socio-religious aspect of life,Maya nunggu sesaji rampung.,Maya ngomong yen sesaji kudune dilakoni sawise jajan.,Maya lagi kepingin jajan,Maya ngelihat wong tuwane lagi ngerjakake sesaji,Maya njaluk jajan marang wong tuwane,Wong tuwane ngomong yen jajan kudune dibeli sawise sesaji rampung,gemma2,su
Food,Dina lan Dinda ora ngerti carane masak nasi tumpeng.,Dina lan Dinda seneng banget ngepak nasi tumpeng.,Dina lan Dinda lagi ngajak sedulur-sedulure nganakake kenduri,Dina lan Dinda kepingin masak nasi tumpeng,Dina lan Dinda njaluk tolong ibu kanggo masak nasi tumpeng,Ibu setuju kanggo masak nasi tumpeng,gemma2,su
Daily Activities,Rini lan kakakne nggawa bekal jajanan pasar kanggo dibagikake karo kanca-kancane.,Rini langsung nginum es teh manis ing warung deket pasar.,"""Mbak, aku kepingin dolan karo kanca-kanca,"" pinta Rini marang kakaknya",Kakak Rini kepingin ngajak Rini main nang pasar,"""Ayo, aku temani,"" jawab kakak Rini","Rini seneng banget lan langsung ngerti nalika kakakne ngomong ""pasar""",gemma2,su
Food,Bagas tanyake padha-padha karo para penjual jajanan.,Bagas langsung ngerti resep jajanan sing dipun gawe.,Bagas lagi ngunjungi pameran kuliner tradisional,Bagas ngelihat jajanan pasar sing akeh banget,Bagas penasaran karo jajanan sing nduwe tampilan sing unik,Bagas kepingin nyoba jajanan sing beda-beda,gemma2,su
Agriculture,"Pak Bayu ngerti yen panen ora mung nanggungan upacara, nanging uga kerja keras.",Slametan sadengan iki sukses lan panen Pak Bayu melimpah.,Pak Bayu kepingin nganakake upacara slametan sadengan ing sawah,Dhèwèke pengin panen padhi sing sedaya cilik-cilik,Pak Bayu ngundang para tetanggané kanggo nggawé slametan bareng,Pak Bayu ngarepke panen sing melimpah lan sejahtera,gemma2,su
Death,Pak Budi ngetokake  akeh-akehe  ing ngendi anak perempuané wis damai.,Pak Budi ngrasa seneng amarga anak perempuané wis ora ngalami derita.,Pak Budi ngalami  kesedihan nalika anak perempuané seda,Pak Budi nglampahi prosesi tahlilan kanggo anak perempuané,Pak Budi ngundang tetangga lan kerabat kanggo ngaturake doa,Pak Budi ngasih jajanan marang tamu sing teka,gemma2,su
Daily Activities,Ibu masak nasi liwet lan ayam bakar.,Ibu ngajak anak-anak mangan di restoran.,Ibu suka ngolah masakan tradisional Jawa,Ibu seneng ngasah kemampuan masakne,Ibu kepingin ngajak anak-anak mangan bareng,Ibu ngerti betapa pentingne ngawaji keluarga,gemma2,su
Agriculture,Pak Tono ngasihi sebagian panen kanggo wong-wong kurang mampu.,Pak Tono ngasilake panen sing luar biasa.,Pak Tono duwe sawah sing cukup gedhe,Pak Tono ngerti musim tandur sing pas kanggo saben jenis tanaman,Pak Tono nggunakake pupuk alami kanggo ngenteni bumi,Pak Tono seneng ngliwati musim panen,gemma2,su
Death,Wong-wong kulawarga Pak Darmo ngunjuk jenang sakarepe.,Wong-wong desa nglakoni tahlilan ing griya Pak Darmo.,Pak Darmo seda ing umur sing wis sepuh,Wong-wong kulawargane ngadhogke marang Pak Darmo,Wong-wong desa ngumpul kanggo nganterake jenazah Pak Darmo,Pak Darmo dikubur ing kuburan desa,gemma2,su
Socio-religious aspect of life,Ari ngerti pentingne nglestarikan budaya leluhur.,Ari malah lupa kanggo nanya-nanya marang kakeke.,Ari kepingin ngerti tentang sejarah leluhure,Ari nanya-nanya marang kakeke,Kakeke nyeritakake kisah-kisah tentang leluhure kanggo Ari,Ari seneng banget dengar kisah-kisah leluhure,gemma2,su
Religious Holiday,Suko ora bisa ngerayani rumahnya amarga dana kurang.,Suko seneng banget amarga rumahnya wis rampung direnovasi.,Suko kepingin ngerayani rumah kanggo Lebaran,Suko ngumpulake dhuwit sedaya kanggo bebaya renovasi,Suko ngajak sedaya kulawargane ngerti rencana iki,Suko ngerayani rumahnya kanthi gembira,gemma2,su
Agriculture,Pak Joko ngajak anak-anakne ngalokake sesaji ing sawah.,Anak-anak nggolek jeneng sing unik kanggo sawah.,Pak Joko ngajak anak-anakne ngapusi sawah,Sawah Pak Joko lagi kosong,Pak Joko ngajak anak-anakne nggolek kanggo ngarani sawah,Anak-anak seneng banget nggolek kanggo ngarani sawah,gemma2,su
Food,Ratih dadi ketua RT.,Ratih kepenak ngobrol.,Ratih suka ngobrol karo wong-wong ing pasar,Ratih seneng ngerti berita lan gosip ing kutha,Ratih sering ngajak wong sing lagi jajan ngobrol,Ratih ngerti kabeh wong ing pasar,gemma2,su
Food,Nasi uduk disajikan nganggo lauk pauk khas Jawa.,Ibu ngajak wong-wong omah mangan nasi uduk ing pinggir kali.,Ibu lagi masak nasi uduk,Ibu nggunakake kukusan tradisional kanggo masak nasi uduk,Aroma nasi uduk sing gurih nyebar ing dapur,Wong-wong ing omah langsung ngumpul ing meja makan,gemma2,su
Family Relationships,Pak Budi ngerti yen sedulur-sedihe ora bisa teka amarga lagi lara.,Pak Budi seneng banget bisa ngumpul karo sedulur-sedihe.,Pak Budi seneng banget ngerti yen sedulur-sedih ibuné bakal ngunjungi,Pak Budi wis ngsiapkan lauk pauk sing paling enak kanggo disajikan,Pak Budi ngarep-arep bisa ngobrol nganti larut malem karo sedulur-sedihe,Pak Budi ngerti yen kebersamaan keluarga iku sing paling penting,gemma2,su
Socio-religious aspect of life,Rendra malah ngalami cobaan sing luwih parah.,Rendra sembuh lan keanehan sing dialami ilang.,Rendra lagi kesusahan,Rendra ngunjungi dukun untuk ngobati keanehan sing dialami,Dukun ngomong yen Rendra kena santet,Rendra nglakoni ritual pembersihan diri,gemma2,su
Family Relationships,"Sedulur-seduluré Mas Joko ngaturake yen kanggo ngumpul, ojo nganti lupa kewajiban marang kulawargané.","Sedulur-seduluré Mas Joko ngaturake yen kanggo ngumpul, kudu dilakoni saben minggu.",Mas Joko ngundang sedulur-sedulure kanggo slametan,Mas Joko nyiyapake nasi tumpeng gedhe lan lauk pauk sing akeh,Sedulur-seduluré Mas Joko teka kanthi gembira,"Ana ing acara slametan, Mas Joko ngomong yen dhèwèke lagi ngajak sedulur-seduluré ngumpul",gemma2,su
Death,Anak-anak Bapak Suparno ngelakoni perang saudara amarga sesanti.,Anak-anak Bapak Suparno ngerti lan ngerti keputusane Bapak Suparno.,Sesanti nganti sedulur kang diwarisake Bapak Suparno,Sesanti iku diwarisake marang anak kandung Bapak Suparno,Anak-anak Bapak Suparno ora setuju karo warisan sing diwarisake,Anak-anak Bapak Suparno ngrasa ora adil,gemma2,su
Food,Ibu Siska iku seneng amarga Siska ngerti masak.,Ibu Siska ngerti tempe mendoan sing enak.,Siska lagi nggawe tempe mendoan,Siska nggunakake kluwih kanggo mendoan,Ibu Siska ngerti Siska nggawe mendoan,Ibu Siska nyawang Siska sing lagi nggoreng mendoan,gemma2,su
Family Relationships,Pak Budi ngajak sedaya tetangga ngumpul kanggo ngumpulke dana kanggo nyewa gamelan.,Pak Budi ngerti yen wayang kulit bisa ditonton tanpa gamelan.,"Pak Budi ngerti yen anaknya, Rini, seneng banget karo wayang kulit",Pak Budi ngundang dalang kanggo nampilake wayang ing rumahnya,Rini seneng banget lan ngajak sedaya tetanggana kanggo nonton,Pak Budi ora ngerti yen wayang kulit kudu diiringi gamelan,gemma2,su
Agriculture,Bayu ngerti pentingne nglestarikan budaya.,Bayu ora seneng nggawa sawah.,"Pak Budi ngajak anaknya, Bayu, nggawé ladang",Pak Budi ngajari Bayu carane ngresiki buthak,Pak Budi nyaranake Bayu kanggo ndadekna wonten sawah supaya bisa ngerti siklus palawija,Pak Budi berharap Bayu bisa ngerti pentingne pertanian kanggo budaya Jawa,gemma2,su
Traditional Games,Bagas ngomong yen layangan kudu diputer ing lapangan kangge aman.,Bagas ngajak kanca-kancanya main layangan ing sawah.,Bagas ngerti aturan main layangan,Bagas nggawé layangan ing halaman,Bagas ngajak kanca-kancanya main layangan,Bagas ngomong yen layangan kudu diputer ing lapangan kangge aman,gemma2,su
Pregnancy and Kids,Ani ngajak anaknya ngerti makna budaya Jawa.,Ani ngajak anaknya nggawé kue ulang tahun.,Ani lagi ngajari anaknya nggawé nasi tumpeng kanggé selamatan,Ani ngajraké carane nggawé nasi tumpeng sing bener,Ani ngerti yèn nasi tumpeng iku simbol syukur kanggo para leluhur,Ani seneng ngliat anaknya bisa ngerti makna di balik nasi tumpeng,gemma2,su
Wedding,Wulan seneng amarga bisa ngerti budaya Jawa ing pernikahan.,Wulan seneng banget ngerti prosesi panggih.,Wulan lagi ngerti prosesi panggih ing pernikahan kakaknya,Wulan nggunakake kebaya warna emas lan kain batik parang,Keluarga Wulan ngasih seserahan kanggo pasangan Kakaknya,Wulan seneng banget,gemma2,su
Religious Holiday,Selamatan iki kanggo ngaturaken syukur marang Gusti Allah.,Selamatan iki kanggo ngundang tetangga ngopi lan ngobrol.,Keluarga Ani tansah ngupacarake selamatan ing dina Lebaran,"Ana liwet, ketupat, lan opor ayam sing disuguhake ing meja makan",Ana uga jajanan pasar sing wis dihias,Tetangga-tetangga diundang kanggo ngerayani selamatan,gemma2,su
Food,Kakek Suparto lupa beli minuman.,Kakek Suparto seneng banget ngelih jajanan sing lengkap.,Kakek Suparto ngundang sesepuh kanggo slametan,Kakek Suparto nyiapake aneka jajanan pasar sing khas Jawa,Sopir taksi nganter kakek Suparto ke pasar kanggo beli jajanan,Kakek Suparto seneng banget ngelih jajanan sing lengkap,gemma2,su
Wedding,Ani ngecek ulang undangan kanggo ngerti manawa kabeh tamu wis ngerti tanggal pernikahan.,Ani langsung ngatur dekorasi pernikahan.,Ani ngirim undangan pernikahan kanggo sedulur lan sahabat,Ani ngutus undangan kanggo tetangga lan rekan kerja,Ani nganti mikir manawa undangan wis disebar,Ani seneng banget amarga undangan wis disebar,gemma2,su
Pregnancy and Kids,Ani mikir yen penting ngerti carane ngasuh bayi.,Ani terus turu sedhela lan ora ngatur bayi.,Ani wis turu sedhela,Ani ketemu bayi kang lagi nangis,Ani nggendong bayi lan nyanyikake lagu,Bayi seketika tansah,gemma2,su
Food,Anak-anak Bu Ani sampe ngantuk amarga soto ayam e bu Ani kepedesan.,Anak-anak Bu Ani seneng banget lan ngomong soto ayam e bu Ani paling enak.,Bu Ani lagi masak soto ayam kanggo keluarga,Bu Ani nggo bumbu-bumbu asli lan rempah-rempah kanggo nggawé soto ayam sing gurih,Soto ayam iki kudu disajikake panas karo lontong kanggo ngiringi,Sakjane anak-anak Bu Ani datang supaya bisa mangan soto bareng,gemma2,su
Socio-religious aspect of life,Aku melu selamatan desa amarga aku ora gelem nglanggar tata krama.,Aku ngomong marang ibu yen aku lagi ora sehat.,Ibu nyuruhku melu selamatan desa,Aku ora seneng ngertosake wong akeh,Aku ngerti selamatan iku penting kanggo ukumane,Aku isih mudhun nang omah,gemma2,su
Traditional Games,Dina ngajak kancane main egrang maneh besok.,Dina pindhah ing omah sing deket karo sawah.,Dina kepengen main egrang karo kancane,Dina lan kancane nggawe egrang saka bambu,Dina lan kancane nggawe lomba egrang ing sawah,Dina menang lomba egrang,gemma2,su
Daily Activities,Pak Budi ngadhepi masalah kanthi sabar.,Pak Budi nunggu teksi kanggo nyambung.,Pak Budi nggunakake sepeda kanggo kepasar,Sepeda Pak Budi ban-e bocor ing tengah dalan,Pak Budi ora duwe alat tambal ban,Pak Budi nggedhog ing pinggir dalan,gemma2,su
Death,Pak Budi ngetokaken barang-barang iku marang museum.,Pak Budi ngejual barang-barang iku.,Pak Budi ngrusak barang-barang ing omah,Pak Budi ngerti barang-barang iku warisan leluhure,Pak Budi ngertosake klambi kanggo ngejepit barang-barang iku,Pak Budi kepingin nglestarikan barang-barang iku,gemma2,su
Pregnancy and Kids,Ibu Diah ngajak cucunya ngobrol karo wong-wong sing ana ing taman.,Ibu Diah mangan es krim ing taman.,Ibu Diah lagi ngurus cucunya sing sedaya umur 3 taun,Ibu Diah ngajak cucunya mlaku-mlaku ing taman,Ibu Diah ngajak cucunya ngerti jeneng-jeneng bunga,Ibu Diah ngerti pentingnya ngenali alam,gemma2,su
Agriculture,Mbak Tari nggunakake pupuk alami kanggo nambani tanaman.,Mbak Tari nggunakake pupuk kimia kanggo hasil sing cepet.,Mbak Tari kepingin ngadohi tanaman kembang ing pekarangan,Dhèwèké arep nggunakake pupuk alami kanggo nambani tanaman,Mbak Tari padha ngobrol karo tetanggané kanggo njaluk saran,Mbak Tari ngerti pentingé nglestari lingkungan,gemma2,su
Socio-religious aspect of life,Sekar belajar selamatan saka wong sing luwih tuwa.,Sekar ngajak tetangga nglakoni selamatan.,Sekar seneng banget nglakoni selamatan,Sekar ngrasa yen selamatan bisa ngenteni rejeki,"Nanging, Sekar ora ngerti carane nglakoni selamatan",Sekar kepingin ngajak tetangga nglakoni selamatan ing omah,gemma2,su
Socio-religious aspect of life,Pak Bambang ngundang sesepuh kanggo minal.,Pak Bambang ngajak tamu kanggo mangan bareng.,Pak Bambang lagi ngerjakake slametan,Pak Bambang ngundang tetangga lan kulawarga,Pak Bambang nggawa jenang lan nasi kuning,Pak Bambang ngusarake bilik kanggo nggolek panganan,gemma2,su
Food,Cangkir luwes Wulan pecah amarga ora dihangetke.,Wulan bisa ngopi pake cangkir luwes iki kanthi nikmat.,Wulan lagi ngopi pake cangkir luwes kanggo ngiringi senso STARTING_TEXT,Wulan seneng banget ngopi pake cangkir luwes,Wulan nggawe kopi ireng lan ngisi cangkir luwes,"Nanging, Wulan ora ngerti yen cangkir luwes iki kudu diangetke sadurunge digunakake",gemma2,su
Art,Budi nggambar wayang kulit kanthi bakat sing apik.,Budi ora bisa nggambar wayang kulit.,Budi seneng nggambar,Budi kepingin nggambar wayang kulit,Budi kepingin ngerti carane nggambar wayang kulit sing apik,Budi ngajak guru seni kanggo ngajari carane nggambar wayang kulit,gemma2,su
