topic,kalimat_1,kalimat_2,kalimat_3,kalimat_4,correct_ending,incorrect_ending
Death,"Sawisé jenazah dikubur, warga desa padha ngumpul ing omah almarhum kanggo tahlilan",Tahlilan diadani nganti pitung dina berturut-turut,Wong-wong padha maca doa lan wirid kanggo ngeluhi roh almarhum,Keluarga almarhum nyiapake jamuan kanggo tamu sing teka,Tahlilan iki minangka wujud solidaritas lan rasa tresna marang almarhum.,Wong-wong mung teka kanggo mangan-mangan lan ngobrol.
Death,"Mbok Rini, sing wis sepuh, tilar donya lan ninggalake sawah warisan kanggo anak-anaké",Anake padha rembugan babagan cara mbagi warisan kasebut,Sawah iku dadi sumber urip kanggo keluargane,Kabeh anak sepakat kanggo mbagi warisan kanthi adil,Anak-anaké ngebagi sawah kanthi adil lan rukun.,Anak-anaké rebutan sawah nganti podo gelut.
Death,"Nalika kang Mas Harjo tilar donya, bojone kang Mbakyu Siti ora langsung ganti klambi ireng",Dheweke tetep nganggo klambi putih amarga arep ngadani upacara panjenengan,Klambi ireng mung dipakai sawisé upacara rampung,Kabeh warga desa ngurmati tradisi iki,Klambi ireng minangka simbol duka lan penghormatan kanggo almarhum.,Klambi putih dipilih amarga luwih gampang dicuci.
Death,Pak Tarman tilar donya lan ninggalake utang sing kudu dibayar,Anak-anake padha prihatin lan rembugan kanggo mbayar utang kasebut,Kabeh padha nyumbang supaya utang bisa lunas,Iki minangka tanggung jawab kanggo ngurmati lan mbebasake arwah almarhum,Utang kasebut bisa dilunasi kanthi gotong royong saka anak-anaké.,Utang almarhum dilupakan lan ora dibayar.
Death,Pak Bambang nindakaken slametan kanggo almarhum simbah,Slametan iku dianakake sawisé 7 dina simbah tilar donya,Warga desa padha teka kanggo ndonga bareng-bareng,Kulawarga Pak Bambang nyiapake sesajen lan sega tumpeng,Slametan iku bagian saka tradhisi Jawa kanggo ngurmati leluhur.,Warga desa ora gelem teka amarga ora percaya karo tradhisi slametan.
Death,Mbok Sari ngumbah klambi duka kanggo dipakai nalika layat,Klambi duka biasane klambi ireng utawa putih,Klambi iku kudu resik lan rapi kanggo ngurmati almarhum,Mbok Sari ngetokake klambi saka lemari,Klambi duka iku simbol rasa sedhih lan ngurmati.,Mbok Sari ngumbah klambi duka amarga bakal adol ing pasar.
Death,Rina lan kulawargane nindakake upacara ngaben,Upacara ngaben yaiku upacara kremasi kanggo nglepasake roh wong mati,Kulawarga lan sanak kadang padha melu ngiringi upacara,Upacara iki dilakoni kanthi khidmat lan khusyuk,Ngaben minangka cara kanggo ngurmati lan nglepasake roh kanthi tenang.,Kulawarga Rina nglaksanakke upacara ngaben kanggo nyenengake warga desa.
Death,Pak Hartono sedo lan ninggalake omah gedhe kanggo anake tunggal,"Anake tunggal Pak Hartono, Sinta, kudu ngatur kabeh warisan",Pak Hartono wis nulis surat wasiat ing ngendi omahe bakal diwarisake,Sinta kudu ngetutake apa sing wis ditulis ing wasiat,Sinta ngatur warisan kasebut miturut surat wasiat bapake.,Sinta ngedol omah warisan kanggo golek dhuwit.
Death,Warga desa padha teka lan nyumbang panganan kanggo kulawarga sing ditinggal,Iki minangka bentuk gotong royong lan rasa solidaritas,Panganan iki bakal nyukupi kebutuhan kulawarga sing lagi berduka,Kulawarga sing ditinggal ngrasa kebantu banget,Gotong royong iki nduduhake rasa kebersamaan warga desa.,Kulawarga sing ditinggal ora butuh bantuan panganan saka warga desa.
Death,Siti lan kulawargane menehi kembang ing kuburan almarhum bapake,Kuburan iku dibersihake lan dihiasi kembang supaya apik,Iki minangka bentuk ngurmati lan kangen marang almarhum,Siti uga ndonga kanggo ketenangan roh bapake,Ngasih kembang ing kuburan minangka tradhisi Jawa kanggo ngurmati lan ngelingi almarhum.,Siti lan kulawargane ngasih kembang ing kuburan kanggo acara pesta.
Death,"Ing desa cilik kuwi, yen ana wong tilar donya, warga desane padha nglumpuk kanggo nyengkuyung kulawargane sing ditinggal",Wong-wong padha nganggo klambi ireng minangka tandha bela sungkawa,"Sawise mayite dikubur, warga desane adus ing kali kanggo mbuwang sial",Tradisi iki wis ana turun-temurun,Warga desa tetep nguri-uri tradisi iki kanthi khidmat.,Warga desa ora gelem melu tradisi iki maneh.
Death,Pak Slamet suwene urip tansah migunakake wektu lan tenaga kanggo nglumpukake warisan kanggo anak putune,"Wektu dheweke tilar donya, kabeh warisane diparingake marang anak-anak putune miturut adat Jawa",Anak-anak putune padha ngumpul ing omah gedhe kanggo upacara warisan,Saben anak oleh bagiane dhewe-dhewe,Warisan kasebut dadi berkah kanggo saben anak lan putune Pak Slamet.,Warisan kasebut malah dadi rebutan antarane anak-anak lan putune Pak Slamet.
Death,"Yen ana warga desa sing tilar donya, warga kandangane bakal nggotong mayit kasebut menyang kuburan nganggo tandu",Tandu iki dihias kembang-kembang lan diarak nganggo tembang Jawa,Upacara iki diiringi doa lan kidung Jawa,Para pelayat nyawiji ngiringi nganti tekan kuburan,Upacara iki dadi momen kekeluargaan sing sakral kanggo warga desa.,Upacara iki ngundang rasa ora nyaman kanggo warga desa.
Death,Mbak Sari nyiapake sesaji kanggo slametan,Slametan iku kanggo mendoakan arwah simbah kakung sing wis tilar donya,Mbak Sari nggawa kembang setaman lan dupa,Slametan dianakake sawise tahlilan pitung dina,Mbak Sari nindakake tradisi iki kanthi tulus lan ikhlas.,Mbak Sari lali nggawa kembang setaman.
Death,Pak Joko nggawe peti mati kanggo almarhum,Peti mati digawe saka kayu jati,Pak Joko nyepakake peti nganggo ukiran khas Javanese,Peti mati kasebut bakal digunakake kanggo upacara pemakaman,Pak Joko nindakake kabeh kanthi penuh rasa hormat lan cinta.,Pak Joko nggawa peti mati menyang pasar.
Death,Ibu Sari nyiapake kain kafan kanggo mbungkus jenazah,Kain kafan iku kudu putih lan suci,Ibu Sari uga nindakake wudhu kanggo jenazah,Iki minangka bagian saka tradisi ngurus jenazah ing keluargane,Ibu Sari nglaksanake kabeh kanthi hati-hati lan penuh rasa hormat.,Ibu Sari lali nggawa kain kafan.
Death,Keluarga Pak Budi ngadani acara selamatan,Acara iki dianakake kanggo mengenang setahun tilar donyae Pak Budi,Wong-wong padha teka lan ndedonga bebarengan,Keluarga Pak Budi nyuguhake panganan khas Javanese,Acara selamatan iki dilakoni kanthi khidmat lan penuh haru.,Wong-wong padha ora seneng karo panganan sing disuguhake.
Death,Mbak Indah nyuwun pangapunten marang sedulur-sedulur almarhum,Iki minangka tradisi kanggo njaga hubungan apik antarane keluarga,Mbak Indah nyuwun maaf yen ana salah lan khilaf saka almarhum,Iki dilakoni sadurunge upacara pemakaman,Mbak Indah nindakake iki kanthi penuh rasa tulus lan ikhlas.,Mbak Indah malah ngguyu nalika nyuwun pangapunten.
Death,Kang Didik mbantu ngubur jenazah,Kang Didik lan tetanggan padha nyengkuyung gotong royong,Wong-wong padha nggawa cangkul lan sekop,Upacara pemakaman dilakoni kanthi sederhana nanging khidmat,Kang Didik lan tetanggan padha nindakake kabeh kanthi rasa kekeluargaan.,Kang Didik malah ora gelem mbantu ngubur jenazah.
Death,"Nalika Ratri tilar donya, kulawargane ngumpulake kabeh sedulur kanggo nyiapake layon",Wong-wong padha ngumbah lan ngudhari layon Ratri nganggo kain kafan putih,"Sawise iku, kulawargane ngadani slametan kanggo nyuwun pangapura marang arwah Ratri",Kabeh warga desa padha melu,Kulawarga lan warga desa tetep adil lan rukun.,Kulawarga Ratri ora melu slametan.
Death,"Sakwise layon Pak Darto dikubur, warga desa nganakake tahlilan",Kabeh wong padha ngumpul ing omahe Pak Darto,Wong-wong padha maca Yasin lan tahlil kanggo nyuwun pangapura kanggo arwah Pak Darto,"Wektu tahlilan rampung, kulawarga Pak Darto masak kanggo para tamu",Wong-wong padha mangan bebarengan lan ngrembug kabar desa.,Kabeh wong langsung bali tanpa mangan.
Death,Keluarga Bu Sari ngadani slametan 7 dina kanggo almarhum,Wong-wong padha teka lan ndedonga,Slametan iki dianakake saben dina nganti tekan telung puluh dina,Kabeh warga desa padha melu lan ndedonga,Slametan iki nggawe warga desa tambah akrab lan rukun.,Slametan iki nggawe warga desa dadi rame.
Death,"Nalika Bapak Sayuti tilar donya, kabeh ahli warise padha kumpul",Wong-wong padha rembugan bab warisan sing ditinggalake,Ana saweneh masalah amarga warisan sing ora padha dibagi,Keluarga Sayuti tetep rukun sakwise rembugan,Warisan iki dipasrahake marang sedulur sing luwih tuwa.,Warisan iki nggawe kahanan tambah rancu.
Death,Mbok Minah ngagem busana ireng nalika layon putrane dikubur,Kabeh warga desa padha nganggo busana peteng minangka tanda bela sungkawa,Busana peteng iku minangka adat sing wis turun-temurun,"Sakwise layon dikubur, wong-wong padha bali menyang omahe",Wong-wong isih nerusake adat iki nganti saiki.,Wong-wong langsung ngganti busana sawise layon dikubur.
Death,Slametan 40 dina kanggo almarhum Pak Karyo diadani dening keluargane,Wong-wong padha teka lan maca doa bareng,"Sakwise slametan, warga desa padha mangan bebarengan",Kulawarga Pak Karyo ngatur panganan kanggo para tamu,Slametan iki nggawe warga desa tambah kompak lan gotong royong.,Slametan iki ora ana sing teka.
Death,Keluarga Mbah Marijan ngumpul kabeh kanggo ngurmati sedane,Kabeh padha nganggo klambi ireng lan kain batik minangka tanda bela sungkawa,Wong-wong padha mara menyang omahe kanggo nyumbang panganan lan ndedonga,"Sawise upacara rampung, kabeh wong bali menyang omahe dhewe-dhewe",Mbah Marijan tansah dieling-eling lan dido'ake dening keluargane.,Kabeh wong lali karo Mbah Marijan sawise upacara rampung.
Death,"Ing desa, ana adat slametan telung dina, pitung dina, lan patang puluh dina sawise wong seda",Slametan iki diadani kanggo ngurmati arwah lan nyuwun supaya tenang,Keluarga sing ditinggalake ngundang kabeh warga desa kanggo teka,Slametan iki uga kanggo nyambung silaturahmi,Kabeh warga desa padha rawuh lan ndedonga bebarengan.,Warga desa ora ana sing rawuh.
Death,"Nalika Mbah Putri seda, keluargane kudu cepet nyiapake kabeh kabutuhan kanggo ngurus jenazah",Wong-wong padha mbantu nggawe liang lahat lan nyiapake kain kafan,Kabeh kudu rampung sadurunge surup amarga adat desa ora ngidini ngubur jenazah ing wayah wengi,Upacara pemakaman ditindakake kanthi khidmat lan sederhana,Keluarga lan warga desa padha ndedonga kanggo arwah Mbah Putri.,Keluarga ora bisa nyiapake kabeh kabutuhan sadurunge surup.
Death,"Nalika wong tuwane Gibran seda, Gibran kudu ngurus kabeh warisan","Ana sawah, omah, lan barang-barang liyane sing kudu dipisahake karo saudara-saudarane",Gibran pengin kabeh warisan iki bisa dibagi kanthi adil,Dheweke ngundang kabeh saudara-saudarane kanggo rembugan,Kabeh saudara-saudarane setuju karo cara Gibran mbagi warisan.,Gibran njupuk kabeh warisan kanggo awake dhewe.
Death,"Ing desa, ana tradisi nyekar setiap Jum'at Kliwon sawise ada wong seda",Keluarga sing ditinggalake bakal teka menyang makam kanggo nyekar lan ndedonga,"Wong-wong nggawa kembang, menyan, lan panganan kanggo diaturake",Tradisi iki dianggep penting kanggo ngurmati leluhur,Keluarga sing ditinggalake nindakake tradisi iki kanthi tekun.,Keluarga ora perduli karo tradisi iki.
Death,"Nalika Pak Darmo seda, anak-anak lan cucu-cucune padha kumpul ing omah",Wong-wong padha ngaturake rasa bela sungkawa lan nyumbang panganan kanggo keluargane Pak Darmo,Ibu-ibu ing desa padha masak panganan kanggo acara tahlilan,Kabeh iki kanggo ngewangi lan ngurmati Pak Darmo sing wis seda,Acara tahlilan lumaku kanthi lancar lan khidmat.,Ora ana sing teka ing acara tahlilan.
Death,Pak Tono wis tilar donya,Keluargane lagi nyiapake upacara penguburan,Para tangga padha teka ngebantu,Saben wong nganggo busana ireng minangka wujud belasungkawa,"Sawise upacara, keluargane bakal ngadani tahlilan telung dina.",Para tangga bali menyang omah sawise upacara.
Death,Mbah Putri ninggalke omah lan sawah kanggo anak-anak,Anak-anak kudu rembugan kanggo mbagi warisan,Saben anak nduweni hak sing padha,"Nanging, ana siji anak sing pengin omah lan sawah kabeh dhewe",Rembugan antarane anak-anak dadi rame lan kudu diputuske dening sesepuh desa.,Anak-anak langsung setuju karo keputusane siji anak.
Death,Bu Santi lagi nyiapake sega bancakan kanggo upacara nelung dina bapake,Tetanggan padha teka ngewangi,Ana jajan pasar lan sega tumpeng disiapake,Wong-wong padha mangan bareng sawise upacara,Kabeh panganan disedhiyakake kanggo wong-wong sing teka.,Panganan mung kanggo keluargane Bu Santi.
Death,Pak Joko ninggalke wasiat marang anak-anak,Wasiat mau kudu diwaca bareng-bareng,Anak-anak padha kumpul ing omah gedhe,Wasiat diwaca dening anak sing paling tuwa,Wasiat mau nyebutake yen omah gedhe kudu digunakake kanggo kegiatan sosial.,Wasiat mau nyebutake yen omah gedhe kudu didol lan dhuwite dibagi rata.
Death,Mbok Sarinah tilar donya ing umur 90 taun,Keluargane ngadani upacara penguburan kanthi adat Jawa,Ana gamelan lan tembang macapat kanggo ngiringi,Wong-wong padha melu nguburake jenazah,"Sawise nguburake, ana tradisi slametan pitung dina.","Sawise nguburake, wong-wong langsung bali menyang omah."
Death,Keluarga Pak Edi lagi nyiapake upacara mitung dina kanggo mendiang,Para tetangga padha teka kanggo ngewangi,Ana doa bersama lan mangan bareng,Saben wong nganggo busana sopan lan sederhana,"Sawise acara, kabeh panganan dibagi kanggo wong-wong sing teka.","Sawise acara, kabeh panganan disimpen kanggo keluargane Pak Edi."
Death,Mas Arif tilar donya dina iki,Keluargane padha ngumpul kanggo nyiapake pemakaman,Wong-wong desa gotong royong nyiapake kabeh kebutuhan,Ana adat slametan kanggo mendoakan arwah Mas Arif,Slametan diadani ing omah Mas Arif sawise pemakaman.,Slametan diadani ing papan kuburan.
Death,Mbok Rina tilar donya,Sedulur-sedulure padha teka kanggo ngucapake bela sungkawa,Wong-wong padha nganggo busana ireng,Ana adat mangan bareng sawise pemakaman,Wong-wong mangan bareng ing omah Mbok Rina.,Wong-wong mangan bareng ing rumah sakit.
Death,Pak Joko wis tilar donya,Barang-barang peninggalan arep dibagi-bagi,Anak-anak Pak Joko padha kumpul kanggo musyawarah,Mereka sepakat kanggo adil dalam pembagian,Warisan Pak Joko dibagi adil sesuai kesepakatan.,Warisan Pak Joko ora dibagi-bagi sawise musyawarah.
Death,Pak Slamet tilar donya sewengi,Keluargane nyiapake segala kebutuhan pemakaman,Wong-wong desa padha melu ngurusi jenazah,Kabeh ngarep-arep supaya arwah Pak Slamet tentrem,Wong-wong padha ndedonga bebarengan kanggo Pak Slamet.,Wong-wong padha lalai ndedonga kanggo Pak Slamet.
Death,Mbak Sari kehilangan ibune,Dheweke mutusake kanggo ziarah kuburan,Mbak Sari ndedonga lan ngleboni kembang ing makam ibune,Dheweke tansah eling marang ibune,Mbak Sari sering ziarah kanggo mendoakan ibune.,Mbak Sari ora tau ziarah maneh.
Death,Pak Darto tilar donya,Wong-wong desa nyiapake upacara pemakaman,Kabeh padha nyumbang kanggo nyengkuyung biaya,Adat mangan bersama diadakan setelah pemakaman,Wong-wong mangan bersama sawise pemakaman Pak Darto.,Wong-wong mangan bersama sadurunge pemakaman Pak Darto.
Death,Jaka wis siap kanggo nyekar ing kuburan simbah,Kabeh sanak saudara lan warga desa teka kanggo ngancani,Mereka kabeh nganggo klambi ireng lan putih minangka tanda duka,Upacara wiwit kanthi do'a lan tahlilan,Jaka lan sanak keluargane terus nyekar saben tahun kanggo ngurmati simbah.,Jaka lan sanak keluargane seneng-seneng sawise nyekar.
Death,Mbok Minah ngatur warisan kanggo anak-anak,Dheweke arep mbagi sawah lan omah kanthi adil,Kabeh anak-anake kudu setuju karo keputusan kasebut,Upacara wiwit kanthi do'a syukuran,Anake-anake Mbok Minah nampa warisan kanthi rasa syukur lan hormat.,Anake-anake Mbok Minah rebutan warisan lan musuhan.
Death,Dayu arep ngurusi jenazah simbah,Dheweke kudu nindakake adus jenazah kanthi bener miturut adat,Jenazah banjur diwenehi kain kafan putih,Dayu lan keluarga ngetutake jenazah nganti kuburan,Dayu ngrasa lega amarga wis nindakake tugas terakhir kanggo simbah kanthi bener.,Dayu sedih lan ora bisa nindakake apa-apa sawise ngurus jenazah.
Death,"Nalika mbah Kakung seda, kabeh kulawarga padha kumpul ing omah",Wong-wong padha nganggo klambi ireng minangka tandha duka,"Sawise upacara panguburan, kulawarga ngadani slametan sepisan dina",Slametan iki kanggo ngirimake doa lan slametan kanggo arwah mbah Kakung,Slametan iki dadi ajang kumpul kulawarga lan nguatake ikatan.,Slametan iki mung mbuwang-buwang wektu lan biaya.
Death,"Nalika Pak Darmo seda, kabeh tangga teparo padha mbantu ngurus jenazah",Wong-wong padha nyiapake kuburan lan ngatur upacara panguburan,"Ing wengi panguburan, kulawarga nyuwun doa marang arwah Pak Darmo",Doa iki minangka tradisi kanggo ngucapake pamit lan nyuwun keselamatan kanggo arwah,Kulawarga lan tangga teparo padha guyup rukun mbantu nganti upacara rampung.,Kulawarga ora peduli karo tradisi lan ora ngadani upacara apa-apa.
Death,"Nalika Simbok Murni seda, anak-anak lan cucu-cucune padha bali menyang desa",Kabeh padha ngagem klambi putih minangka tandha kesucian lan pangapura,"Sawise panguburan, kulawarga ngadani tahlilan saben malam nganti pitung dina",Upacara iki kanggo nyuwun pangapura lan berkah kanggo arwah Simbok Murni,Tahlilan iki njalari kulawarga dadi luwih kompak lan harmonis.,Tahlilan iki njalari kulawarga dadi luwih ribut lan ora rukun.
Death,"Nalika Bapak Lurah seda, kabeh warga desa padha teka lan ngatur upacara adat",Wong-wong padha nyumbang panganan lan ngatur slametan,Slametan iki kanggo nyuwun pangapura lan keselamatan kanggo arwah Bapak Lurah,Wong-wong padha nyengkuyung kulawarga sing ditinggal,Upacara iki njalari warga desa dadi luwih guyup lan kompak.,Upacara iki njalari warga desa dadi luwih pecah lan ora kompak.
Death,"Nalika Mbah Putri seda, kabeh kulawarga padha ngumpul lan ngatur slametan",Slametan iki diadani ing daleme Mbah Putri,Wong-wong padha nyuwun doa lan pangapura kanggo arwah Mbah Putri,Tradisi iki dijaga turun-temurun kanggo ngormati leluhur,Slametan iki njalari kulawarga dadi luwih erat lan gotong royong.,Slametan iki njalari kulawarga dadi luwih renggang lan ora peduli.
Death,Pak Surya tilar donya esuk iku,Kulawargane langsung nganggep perlu ngelakoni upacara adat,Wong-wong desa padha kumpul kanggo mbantu,Jenazah Pak Surya dikubur kanthi upacara sing khusyuk,"Sawise iku, kulawargane tetep nglaksanani slametan pitung dina kanggo ngurmati arwah.","Sawise iku, kulawargane langsung adol omahe Pak Surya."
Death,Mbok Rini lagi ngecat omah wayah sore,Dumadakan dheweke krungu kabar yen sedulure tilar donya,Mbok Rini langsung ninggalake kegiatane,Dheweke nyiapake pakaiyan ireng kanggo melu layat,Mbok Rini melu ngatur upacara layat sedulure.,Mbok Rini mung ngenteni kabar tanpa nglakoni apa-apa.
